level_0,index,parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,person_1,person_2,label,sentiment,weight,node_vector_1,node_vector_2,same_party,same_sector,same_region,weight_edge,community_1,community_2,same_comunity,y_binaria,normalized_agreement
337,9152,"Bulnes, Mercedes","Soto, Raul",1.7351778656126482,Región del Maule (11),Región del Libertador General Bernardo O'Higgins (9),Ind-CS,PPD,Mercedes Bulnes Nunez,Raul Soto Mardones,izquierda,centro_izquierda,mercedes bulnes,raul soto,positive,,3.0,"(-0.8003215193748474, 0.5451787114143372, -0.22086861729621887, -0.19400814175605774, 0.06282582879066467, -0.055513326078653336, -0.10282846540212631, -0.3821774423122406, -0.09023116528987885, 0.22719916701316833, -0.0033179563470184803, 0.010685733519494534)","(-0.17009975016117096, -0.5207455158233643, -0.5835843086242676, -0.20742712914943695, 0.27079543471336365, 0.06211184710264206, 0.027194242924451828, -0.4936193823814392, 0.021418802440166473, 0.7103921175003052, -0.18371035158634186, 0.3871075510978699)",0,0,0,1.5,0.0,1.0,0,0,0.6494023904382472
338,9175,"Ramirez, Guillermo","Schalper, Diego",1.7364953886693018,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),UDI,RN,Guillermo Ramirez Diez,Diego Schalper Sepulveda,centro_derecha,centro_derecha,guillermo ramírez,diego schalper,neutral,,2.0,"(0.29868990182876587, 0.01381832454353571, -0.35624924302101135, 0.5075188279151917, 0.4355458617210388, 0.3775927722454071, -0.4108975827693939, 0.532281756401062, -0.7182883024215698, 0.0009501018794253469, -0.27519160509109497, -0.18727947771549225)","(0.5000088214874268, -0.012865266762673855, 0.09449426084756851, 0.13503797352313995, 0.8302730917930603, 0.06918229907751083, -0.04271029308438301, 0.020726988092064857, -0.43890637159347534, 0.23074309527873993, -0.03886774554848671, -0.4402972459793091)",0,1,0,0.5,3.0,3.0,1,0,0.6503984063745022
339,9187,"Sagardia, Clara","Soto, Raul",1.737812911725955,Región del Biobío (13),Región del Libertador General Bernardo O'Higgins (9),Ind-CS,PPD,Clara Sagardia Cabezas,Raul Soto Mardones,izquierda,centro_izquierda,clara sagardia,raul soto,negative,,0.5,"(-0.3089587986469269, -0.4644404947757721, -0.8339101076126099, -0.42287176847457886, 0.18361127376556396, -0.20757637917995453, -0.5452030897140503, -0.9421483278274536, 0.2474241554737091, -0.16078536212444305, -0.15689830482006073, 0.5179120898246765)","(-0.17009975016117096, -0.5207455158233643, -0.5835843086242676, -0.20742712914943695, 0.27079543471336365, 0.06211184710264206, 0.027194242924451828, -0.4936193823814392, 0.021418802440166473, 0.7103921175003052, -0.18371035158634186, 0.3871075510978699)",0,0,0,-1.0,5.0,1.0,0,0,0.6513944223107571
340,9188,"Sagardia, Clara","Soto, Raul",1.737812911725955,Región del Biobío (13),Región del Libertador General Bernardo O'Higgins (9),Ind-CS,PPD,Clara Sagardia Cabezas,Raul Soto Mardones,izquierda,centro_izquierda,clara sagardia,raul soto,positive,,3.0,"(-0.3089587986469269, -0.4644404947757721, -0.8339101076126099, -0.42287176847457886, 0.18361127376556396, -0.20757637917995453, -0.5452030897140503, -0.9421483278274536, 0.2474241554737091, -0.16078536212444305, -0.15689830482006073, 0.5179120898246765)","(-0.17009975016117096, -0.5207455158233643, -0.5835843086242676, -0.20742712914943695, 0.27079543471336365, 0.06211184710264206, 0.027194242924451828, -0.4936193823814392, 0.021418802440166473, 0.7103921175003052, -0.18371035158634186, 0.3871075510978699)",0,0,0,1.5,5.0,1.0,0,0,0.6513944223107571
341,9217,"Cariola, Karol","Delgado, Viviana",1.7391304347826086,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,Ind-PL,Karol Cariola Oliva,Viviana Delgado Riquelme,izquierda,centro_izquierda,karol cariola,viviana delgado,negative,,0.5,"(-0.2627030611038208, 0.013633803464472294, -0.5015953779220581, -0.35528114438056946, -0.06337299197912216, -0.09727116674184799, -0.2532879710197449, -0.3320744037628174, -0.1651214063167572, -0.3984580934047699, 0.18195651471614838, -0.14150302112102509)","(-0.5529818534851074, 0.1762314885854721, 0.06570392847061157, -0.029881691560149193, 0.35368841886520386, -0.3247251510620117, 0.4539754390716553, -0.18288759887218475, -0.2759101390838623, -0.49618151783943176, 0.21834242343902588, 0.46858084201812744)",0,0,1,-1.0,0.0,5.0,0,0,0.6523904382470121
342,9269,"Bello, Maria Francisca","Soto, Raul",1.743083003952569,Región de Valparaíso (16),Región del Libertador General Bernardo O'Higgins (9),CS,PPD,Maria Francisca Bello Campos,Raul Soto Mardones,izquierda,centro_izquierda,francisca bello,raul soto,positive,,3.0,"(-0.6930207014083862, 0.5836769342422485, -0.42319488525390625, -0.1550309956073761, -0.0979531928896904, -0.18896746635437012, -0.15916118025779724, -0.31589776277542114, 0.06538401544094086, 0.26320335268974304, -0.08222538977861404, -0.1728510558605194)","(-0.17009975016117096, -0.5207455158233643, -0.5835843086242676, -0.20742712914943695, 0.27079543471336365, 0.06211184710264206, 0.027194242924451828, -0.4936193823814392, 0.021418802440166473, 0.7103921175003052, -0.18371035158634186, 0.3871075510978699)",0,0,0,1.5,0.0,1.0,0,0,0.6553784860557771
343,9281,"Castro, Jose Miguel","Coloma, Juan Antonio",1.7444005270092229,Región de Antofagasta (5),Región Metropolitana de Santiago (47),RN,UDI,Jose Miguel Castro Bascunan,Juan Antonio Coloma Alamos,centro_derecha,centro_derecha,jose miguel castro,juan antonio coloma,positive,,3.0,"(0.5827462077140808, -0.21745827794075012, -0.27274349331855774, 0.14734037220478058, 0.9427334070205688, 0.5755537748336792, 0.28362593054771423, -0.17538483440876007, 0.23720785975456238, 0.10118841379880905, 0.2312106490135193, -0.3811236023902893)","(0.7598010301589966, -0.26275914907455444, -0.5484992861747742, 0.3825380206108093, 0.2592611312866211, 0.4757913053035736, -0.06529448181390762, 0.3052028715610504, -0.24308116734027863, -0.07461274415254593, 0.14286157488822937, -0.19784227013587952)",0,1,0,1.5,3.0,6.0,0,0,0.6563745019920323
344,9282,"Castro, Jose Miguel","Coloma, Juan Antonio",1.7444005270092229,Región de Antofagasta (5),Región Metropolitana de Santiago (47),RN,UDI,Jose Miguel Castro Bascunan,Juan Antonio Coloma Alamos,centro_derecha,centro_derecha,jose miguel castro,juan antonio coloma,neutral,,2.0,"(0.5827462077140808, -0.21745827794075012, -0.27274349331855774, 0.14734037220478058, 0.9427334070205688, 0.5755537748336792, 0.28362593054771423, -0.17538483440876007, 0.23720785975456238, 0.10118841379880905, 0.2312106490135193, -0.3811236023902893)","(0.7598010301589966, -0.26275914907455444, -0.5484992861747742, 0.3825380206108093, 0.2592611312866211, 0.4757913053035736, -0.06529448181390762, 0.3052028715610504, -0.24308116734027863, -0.07461274415254593, 0.14286157488822937, -0.19784227013587952)",0,1,0,0.5,3.0,6.0,0,0,0.6563745019920323
345,9291,"Araya, Jaime","Bulnes, Mercedes",1.7457180500658762,Región de Antofagasta (5),Región del Maule (11),Ind-PPD,Ind-CS,Jaime Araya Guerrero,Mercedes Bulnes Nunez,centro_izquierda,izquierda,jaime araya,mercedes bulnes,positive,,3.0,"(-0.6611199378967285, 0.725109875202179, -0.12981659173965454, -0.33550170063972473, -0.24248777329921722, -0.0901297852396965, -0.23064914345741272, 0.1783013641834259, -0.19769494235515594, 0.18053986132144928, -0.228913813829422, -0.17082816362380981)","(-0.8003215193748474, 0.5451787114143372, -0.22086861729621887, -0.19400814175605774, 0.06282582879066467, -0.055513326078653336, -0.10282846540212631, -0.3821774423122406, -0.09023116528987885, 0.22719916701316833, -0.0033179563470184803, 0.010685733519494534)",0,0,0,1.5,0.0,0.0,1,0,0.6573705179282872
346,9314,"Bianchi, Carlos","Giordano, Andres",1.7470355731225296,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-PPD,Ind-RD,Carlos Bianchi Chelech,Andres Giordano Salazar,centro_izquierda,izquierda,carlos bianchi,andrés giordano,positive,,3.0,"(-0.539204478263855, 0.7561084032058716, -0.21996283531188965, -0.05904003977775574, -0.06640028953552246, -0.13779273629188538, 0.051126427948474884, 0.07020506262779236, -0.26932060718536377, 0.14203985035419464, -0.26353713870048523, -0.06343914568424225)","(-0.6557130217552185, 0.6899177432060242, -0.08609505742788315, -0.07238169759511948, -0.14065739512443542, -0.06194741278886795, -0.2486344277858734, -0.18720300495624542, 0.10872600972652435, 0.06190745532512665, -0.17432506382465363, -0.2566082179546356)",0,0,0,1.5,0.0,0.0,1,0,0.658366533864542
347,9326,"Ilabaca, Marcos","Mirosevic, Vlado",1.748353096179183,Región de Los Ríos (5),Región de Arica y Parinacota (3),PS,PL,Marcos Ilabaca Cerda,Vlado Mirosevic Verdugo,centro_izquierda,centro_izquierda,marcos ilabaca,vlado mirosevic,positive,,3.0,"(-0.6085469722747803, -0.4445212185382843, 0.3449461758136749, -0.07103952020406723, 0.13798591494560242, 0.7097020149230957, 0.3865470588207245, -0.01669229567050934, -0.03312193602323532, -0.21486809849739075, -0.054818976670503616, 0.003096394008025527)","(-0.25746551156044006, -0.4267946183681488, -0.03146525099873543, -0.09820473939180374, -0.22027204930782318, 0.09114105254411697, 0.07648873329162598, 0.4424510598182678, 0.11729744076728821, 0.11573886126279831, 0.14391569793224335, 0.0741022378206253)",0,1,0,1.5,1.0,1.0,1,0,0.659362549800797
348,9424,"Molina, Helia","Santana, Juan",1.756258234519104,Región Metropolitana de Santiago (47),Región de Atacama (5),PPD,PS,Helia Molina Milman,Juan Santana Castillo,centro_izquierda,centro_izquierda,helia molina,juan santana,positive,,3.0,"(0.029181301593780518, 0.8725327253341675, 0.11581175774335861, 0.5217212438583374, 0.40350136160850525, -0.7693259119987488, 0.09623797237873077, 0.43163907527923584, -0.6980813145637512, -0.46626052260398865, -0.3532976508140564, 0.4841677248477936)","(0.15372662246227264, 0.43683552742004395, 0.2384856939315796, 0.36570408940315247, 0.3477714955806732, -0.48645439743995667, 0.4878879487514496, -0.05287081375718117, -0.3408981263637543, -0.5004726052284241, -0.24407386779785156, 0.38732224702835083)",0,1,0,1.5,4.0,4.0,1,0,0.6653386454183269
349,9458,"Bulnes, Mercedes","Castillo, Nathalie",1.7602108036890645,Región del Maule (11),Región de Coquimbo (7),Ind-CS,PCCh,Mercedes Bulnes Nunez,Nathalie Castillo Rojas,izquierda,izquierda,mercedes bulnes,nathalie castillo,positive,,3.0,"(-0.8003215193748474, 0.5451787114143372, -0.22086861729621887, -0.19400814175605774, 0.06282582879066467, -0.055513326078653336, -0.10282846540212631, -0.3821774423122406, -0.09023116528987885, 0.22719916701316833, -0.0033179563470184803, 0.010685733519494534)","(-0.8092057704925537, 0.7760384678840637, -0.3340529501438141, -0.11934711039066315, -0.13445216417312622, -0.14021965861320496, -0.15740054845809937, -0.09640427678823471, 0.28907132148742676, 0.029042266309261322, -0.2405732423067093, -0.3294845223426819)",0,1,0,1.5,0.0,0.0,1,0,0.6683266932270918
350,9472,"Concha, Sara","Romero, Natalia",1.761528326745718,Región de Ńuble (5),Región del Libertador General Bernardo O'Higgins (9),PSC,Ind-UDI,Sara Concha Smith,Natalia Romero Talguia,derecha,centro_derecha,sara concha,natalia romero,positive,,3.0,"(1.064326286315918, 0.12686966359615326, 0.8047046661376953, -0.4179203510284424, -0.025913849472999573, -0.26679885387420654, -0.18210211396217346, -0.41904354095458984, 0.3037022650241852, -0.22133778035640717, -0.1816408932209015, -0.03263005614280701)","(1.2263919115066528, 0.7584028244018555, 0.3571145832538605, 0.06271754205226898, -0.2910921275615692, -0.08440255373716354, 0.22734348475933075, -0.4691608250141144, 0.10591471195220947, 0.004404524806886911, -0.26135745644569397, -0.08887484669685364)",0,0,0,1.5,7.0,7.0,1,0,0.6693227091633468
351,9486,"Ramirez, Guillermo","Undurraga, Francisco",1.761528326745718,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,Evópoli,Guillermo Ramirez Diez,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,guillermo ramírez,francisco undurraga,positive,,3.0,"(0.29868990182876587, 0.01381832454353571, -0.35624924302101135, 0.5075188279151917, 0.4355458617210388, 0.3775927722454071, -0.4108975827693939, 0.532281756401062, -0.7182883024215698, 0.0009501018794253469, -0.27519160509109497, -0.18727947771549225)","(0.3312475085258484, -0.7353495359420776, -0.12893542647361755, 0.20802859961986542, 0.4235789179801941, 0.05145110934972763, -0.604274570941925, 0.3893243670463562, -0.40965062379837036, -0.2207014411687851, 0.05011081323027611, -0.062298908829689026)",0,1,1,1.5,3.0,3.0,1,0,0.6693227091633468
352,9499,"Perez, Marlene","Rey, Hugo",1.7628458498023716,Región del Biobío (13),Región del Maule (11),Ind-UDI,RN,Marlene Perez Cartes,Hugo Rey Martinez,centro_derecha,centro_derecha,marlene pérez,hugo rey,positive,,3.0,"(1.0426615476608276, 0.654625415802002, 0.6697847843170166, 0.019090935587882996, 0.0638386607170105, -0.4507319927215576, 0.37712758779525757, -0.5023954510688782, -0.08721621334552765, -0.39161765575408936, -0.3354760706424713, 0.14101701974868774)","(1.3839253187179565, 0.5208601355552673, 0.8229762315750122, -0.15415668487548828, -0.08630043268203735, -0.32698294520378113, 0.059862714260816574, -0.5424466729164124, -0.041387155652046204, -0.0392146036028862, -0.07782161235809326, -0.15078608691692352)",0,1,0,1.5,7.0,7.0,1,0,0.6703187250996019
353,9520,"Camano, Felipe","Cifuentes, Ricardo",1.7641633728590251,Región de Ńuble (5),Región de Coquimbo (7),Ind-PDC,PDC,Felipe Camano Cardenas,Ricardo Cifuentes Lillo,centro_izquierda,centro_izquierda,felipe camaño,ricardo cifuentes,positive,,3.0,"(-0.8293430209159851, 0.6282071471214294, -0.12489289045333862, 0.28231289982795715, -0.28301122784614563, -0.10479840636253357, -0.2667727768421173, -0.19425147771835327, 0.17584842443466187, 0.16039025783538818, 0.06884707510471344, -0.3927276134490967)","(-0.43956995010375977, 0.05793211981654167, 0.002994246780872345, 0.6906612515449524, -0.48791515827178955, 0.02792295254766941, -0.0299091674387455, 0.05497744679450989, 0.08790368586778641, 0.26195958256721497, 0.29305899143218994, -0.019775308668613434)",0,1,0,1.5,0.0,1.0,0,0,0.6713147410358569
354,9543,"Aedo, Eric","Mellado, Cosme",1.7654808959156785,Región del Biobío (13),Región del Libertador General Bernardo O'Higgins (9),PDC,PR,Eric Aedo Jeldres,Cosme Mellado Pino,centro_izquierda,centro_izquierda,eric aedo,cosme mellado,positive,,3.0,"(-0.7189815044403076, -0.48661911487579346, 0.5638695359230042, 0.8857209086418152, -0.5818285942077637, 0.15710929036140442, -0.07652252912521362, -0.02462700940668583, 0.04360236972570419, 0.029345685616135597, 0.054334741085767746, -0.14145419001579285)","(-0.7245451211929321, -0.509463369846344, 0.6118914484977722, 0.4835319519042969, 0.0035490866284817457, 0.375702828168869, 0.39874619245529175, 0.031991783529520035, 0.16498540341854095, -0.11753306537866592, 0.3098754286766052, 0.42911496758461)",0,1,0,1.5,1.0,1.0,1,0,0.6723107569721117
355,9577,"Becker, Miguel Angel","Schubert, Stephan",1.769433465085639,Región de la Araucanía (11),Región de la Araucanía (11),RN,Ind-PLR,Miguel Becker Alvear,Stephan Schubert Rubio,centro_derecha,derecha,miguel ángel becker,stephan schubert,neutral,,2.0,"(0.674088180065155, -0.2116994857788086, 0.05601144954562187, 0.08181347697973251, 1.0391769409179688, 0.10464686900377274, -0.13788919150829315, -0.12869630753993988, 0.15490347146987915, 0.2593810260295868, 0.47832801938056946, -0.5422213077545166)","(0.5203849077224731, 0.43367019295692444, 0.5052906274795532, 0.3025611340999603, 0.7085490226745605, -0.35969340801239014, -0.3471592366695404, -0.11530731618404388, 0.42318588495254517, 0.5087787508964539, 0.45105665922164917, -0.2575726807117462)",0,0,1,0.5,3.0,3.0,1,0,0.6752988047808767
356,9597,"Bello, Maria Francisca","Bianchi, Carlos",1.769433465085639,Región de Valparaíso (16),Región de Magallanes y la Antártica Chilena (3),CS,Ind-PPD,Maria Francisca Bello Campos,Carlos Bianchi Chelech,izquierda,centro_izquierda,francisca bello,carlos bianchi,positive,,3.0,"(-0.6930207014083862, 0.5836769342422485, -0.42319488525390625, -0.1550309956073761, -0.0979531928896904, -0.18896746635437012, -0.15916118025779724, -0.31589776277542114, 0.06538401544094086, 0.26320335268974304, -0.08222538977861404, -0.1728510558605194)","(-0.539204478263855, 0.7561084032058716, -0.21996283531188965, -0.05904003977775574, -0.06640028953552246, -0.13779273629188538, 0.051126427948474884, 0.07020506262779236, -0.26932060718536377, 0.14203985035419464, -0.26353713870048523, -0.06343914568424225)",0,0,0,1.5,0.0,0.0,1,0,0.6752988047808767
357,9605,"Alessandri, Jorge","Ojeda, Mauricio",1.7707509881422925,Región Metropolitana de Santiago (47),Región de la Araucanía (11),UDI,Ind-PLR,Jorge Alessandri Vergara,Mauricio Ojeda Rebolledo,centro_derecha,derecha,jorge alessandri,mauricio ojeda,negative,,0.5,"(0.4019070565700531, -0.494261234998703, -0.39444541931152344, 0.10104236751794815, 0.13489197194576263, -0.18696853518486023, -0.36178115010261536, 0.06555704772472382, -0.4399808347225189, -0.28970152139663696, -0.21045586466789246, -0.1143282875418663)","(0.3066708445549011, -0.9716995358467102, -0.18662592768669128, -0.1840798556804657, 0.22262737154960632, -0.6317021250724792, -0.2680619955062866, 0.48819613456726074, 0.24311326444149017, -0.20883579552173615, 0.1958242952823639, -0.257363885641098)",0,0,0,-1.0,3.0,5.0,0,0,0.6762948207171317
358,9610,"Acevedo, Maria Candelaria","Arce, Monica",1.772068511198946,Región del Biobío (13),Región Metropolitana de Santiago (47),PCCh,PH,Maria Candelaria Acevedo Saez,Monica Arce Castro,izquierda,izquierda,candelaria acevedo,mónica arce,positive,,3.0,"(-0.1772923320531845, 0.8124851584434509, -0.391501784324646, 0.02649626135826111, -0.27370935678482056, -0.0935874655842781, 0.07151135057210922, -0.4815962612628937, 0.11742003262042999, 0.0648474171757698, -0.2737222909927368, -0.219064861536026)","(-0.6711486577987671, 0.6515465378761292, -0.2855519950389862, -0.0305193904787302, -0.04632088169455528, -0.10188165307044983, -0.24670833349227905, -0.247947096824646, 0.10690256953239441, 0.11179717630147934, -0.08023709058761597, -0.2044215202331543)",0,1,0,1.5,0.0,0.0,1,0,0.6772908366533867
359,9640,"Cariola, Karol","Ilabaca, Marcos",1.7733860342555994,Región Metropolitana de Santiago (47),Región de Los Ríos (5),PCCh,PS,Karol Cariola Oliva,Marcos Ilabaca Cerda,izquierda,centro_izquierda,karol cariola,marcos ilabaca,negative,,0.5,"(-0.2627030611038208, 0.013633803464472294, -0.5015953779220581, -0.35528114438056946, -0.06337299197912216, -0.09727116674184799, -0.2532879710197449, -0.3320744037628174, -0.1651214063167572, -0.3984580934047699, 0.18195651471614838, -0.14150302112102509)","(-0.6085469722747803, -0.4445212185382843, 0.3449461758136749, -0.07103952020406723, 0.13798591494560242, 0.7097020149230957, 0.3865470588207245, -0.01669229567050934, -0.03312193602323532, -0.21486809849739075, -0.054818976670503616, 0.003096394008025527)",0,0,0,-1.0,0.0,1.0,0,0,0.6782868525896416
